iter	Logloss
820	0.2477591789
821	0.2477296466
822	0.2477065575
823	0.2476719043
824	0.2476425681
825	0.2476092167
826	0.247581587
827	0.2475452363
828	0.2475320837
829	0.2475071305
830	0.2474993371
831	0.2474700439
832	0.2474032611
833	0.2473784509
834	0.2473467349
835	0.2473315179
836	0.2473014373
837	0.2472896365
838	0.2472586971
839	0.2472391846
840	0.247209246
841	0.2472016173
842	0.2471720063
843	0.247132285
844	0.2470995917
845	0.2470734196
846	0.2470267733
847	0.2469970536
848	0.2469812185
849	0.2469411176
850	0.2469099344
851	0.2468800116
852	0.2468371217
853	0.2468118672
854	0.2467988705
855	0.2467747037
856	0.2467465082
857	0.2467364174
858	0.2466840136
859	0.2466772686
860	0.2466102189
861	0.2465721289
862	0.2465670123
863	0.2465590175
864	0.2465448537
865	0.2465209555
866	0.2464919642
867	0.2464610276
868	0.2464391852
869	0.2463843321
870	0.2463694008
871	0.2463373326
872	0.2463158198
873	0.2462851025
874	0.2462565121
875	0.2462356028
876	0.2462205424
877	0.2461875255
878	0.2461648948
879	0.2461392714
880	0.2461075568
881	0.2461037722
882	0.2460898618
883	0.2460693796
884	0.2460615393
885	0.2460230154
886	0.2460084129
887	0.245968543
888	0.2458956516
889	0.245850416
890	0.2458416668
891	0.2458268786
892	0.24576665
893	0.2456171115
894	0.2456038183
895	0.2455688926
896	0.2454632069
897	0.2454364436
898	0.2454177994
899	0.2454049943
900	0.2453666634
901	0.245321972
902	0.2453000075
903	0.2452599933
904	0.2452547022
905	0.2452084124
906	0.2451782459
907	0.2451403064
908	0.2451247881
909	0.2451129051
910	0.2451003387
911	0.2450821785
912	0.2450525809
913	0.2450378372
914	0.2450287099
915	0.2450109971
916	0.2449948648
917	0.2449683999
918	0.2449082527
919	0.2448909941
920	0.244860693
921	0.2448514036
922	0.2448326085
923	0.2447897877
924	0.2447393533
925	0.2447150004
926	0.2447023789
927	0.2446553545
928	0.2446180202
929	0.2444871771
930	0.2444346749
931	0.2444175639
932	0.2443905372
933	0.2443707366
934	0.244369587
935	0.244342638
936	0.2443236357
937	0.2443044747
938	0.2442792316
939	0.2442718893
940	0.2442423961
941	0.2441942845
942	0.2441545569
943	0.2441340949
944	0.2441097292
945	0.2440981917
946	0.244038439
947	0.2440229526
948	0.2439678336
949	0.2439464155
950	0.2438970547
951	0.2438631527
952	0.243824303
953	0.2437530403
954	0.2437503228
955	0.2437321477
956	0.2436679367
957	0.24363296
958	0.2436286048
959	0.2435454785
960	0.2435255805
961	0.2435099337
962	0.2434748379
963	0.2434407354
964	0.243433156
965	0.2434067942
966	0.2434034521
967	0.2433722829
968	0.2433426653
969	0.2433138443
970	0.2432663173
971	0.2432125571
972	0.2431629704
973	0.2431230023
974	0.2431011158
975	0.243083051
976	0.2430684175
977	0.2430475289
978	0.2430169269
979	0.2429760615
980	0.2429309402
981	0.2428894283
982	0.2428125405
983	0.242757135
984	0.2427312317
985	0.2427136514
986	0.2426709102
987	0.2426431092
988	0.2426384657
989	0.2425863446
990	0.2425346032
991	0.2425049439
992	0.2424919206
993	0.2424634518
994	0.2424522398
995	0.2424297372
996	0.2423965075
997	0.2423643731
998	0.2423344275
999	0.2423037333
